Period [us],Frequency [Hz]
951,1051.524711
915,1092.896175
950,1052.631579
939,1064.962726
927,1078.748652
946,1057.082452
904,1106.19469
940,1063.829787
913,1095.290252
918,1089.324619
937,1067.235859
904,1106.19469
947,1055.966209
917,1090.512541
938,1066.098081
942,1061.571125
919,1088.139282
957,1044.932079
911,1097.694841
943,1060.445387
924,1082.251082
918,1089.324619
942,1061.571125
904,1106.19469
944,1059.322034
914,1094.091904
926,1079.913607
943,1060.445387
910,1098.901099
955,1047.120419
914,1094.091904
942,1061.571125
938,1066.098081
908,1101.321586
943,1060.445387
901,1109.877913
936,1068.376068
914,1094.091904
913,1095.290252
940,1063.829787
905,1104.972376
947,1055.966209
917,1090.512541
929,1076.426265
946,1057.082452
915,1092.896175
955,1047.120419
912,1096.491228
937,1067.235859
925,1081.081081
910,1098.901099
942,1061.571125
901,1109.877913
940,1063.829787
925,1081.081081
918,1089.324619
946,1057.082452
905,1104.972376
949,1053.74078
915,1092.896175
926,1079.913607
933,1071.811361
904,1106.19469
948,1054.852321
908,1101.321586
937,1067.235859
929,1076.426265
914,1094.091904
953,1049.317943
911,1097.694841
949,1053.74078
926,1079.913607
930,1075.268817
950,1052.631579
910,1098.901099
948,1054.852321
908,1101.321586
928,1077.586207
933,1071.811361
907,1102.535832
952,1050.420168
910,1098.901099
949,1053.74078
930,1075.268817
922,1084.598698
949,1053.74078
904,1106.19469
947,1055.966209
913,1095.290252
919,1088.139282
933,1071.811361
900,1111.111111
942,1061.571125
904,1106.19469
925,1081.081081
929,1076.426265
905,1104.972376
952,1050.420168
906,1103.752759
938,1066.098081
923,1083.423619
907,1102.535832
940,1063.829787
897,1114.827202
938,1066.098081
914,1094.091904
915,1092.896175
939,1064.962726
901,1109.877913
949,1053.74078
913,1095.290252
933,1071.811361
945,1058.201058
916,1091.703057
959,1042.752868
913,1095.290252
944,1059.322034
928,1077.586207
912,1096.491228
942,1061.571125
897,1114.827202
941,1062.699256
915,1092.896175
920,1086.956522
944,1059.322034
904,1106.19469
955,1047.120419
916,1091.703057
939,1064.962726
947,1055.966209
916,1091.703057
953,1049.317943
904,1106.19469
939,1064.962726
919,1088.139282
910,1098.901099
941,1062.699256
901,1109.877913
944,1059.322034
917,1090.512541
924,1082.251082
945,1058.201058
905,1104.972376
953,1049.317943
907,1102.535832
930,1075.268817
926,1079.913607
899,1112.347052
942,1061.571125
897,1114.827202
933,1071.811361
915,1092.896175
910,1098.901099
950,1052.631579
907,1102.535832
955,1047.120419
930,1075.268817
936,1068.376068
952,1050.420168
910,1098.901099
952,1050.420168
906,1103.752759
929,1076.426265
925,1081.081081
899,1112.347052
943,1060.445387
897,1114.827202
935,1069.518717
922,1084.598698
913,1095.290252
947,1055.966209
902,1108.64745
947,1055.966209
916,1091.703057
920,1086.956522
937,1067.235859
897,1114.827202
941,1062.699256
905,1104.972376
923,1083.423619
931,1074.113856
898,1113.585746
949,1053.74078
902,1108.64745
938,1066.098081
928,1077.586207
913,1095.290252
951,1051.524711
902,1108.64745
945,1058.201058
917,1090.512541
917,1090.512541
942,1061.571125
898,1113.585746
949,1053.74078
911,1097.694841
930,1075.268817
941,1062.699256
907,1102.535832
955,1047.120419
909,1100.110011
939,1064.962726
931,1074.113856
913,1095.290252
954,1048.218029
906,1103.752759
948,1054.852321
918,1089.324619
921,1085.77633
948,1054.852321
901,1109.877913
953,1049.317943
908,1101.321586
934,1070.663812
937,1067.235859
908,1101.321586
953,1049.317943
904,1106.19469
937,1067.235859
923,1083.423619
909,1100.110011
946,1057.082452
898,1113.585746
948,1054.852321
918,1089.324619
926,1079.913607
951,1051.524711
913,1095.290252
967,1034.126163
918,1089.324619
944,1059.322034
938,1066.098081
912,1096.491228
955,1047.120419
899,1112.347052
947,1055.966209
924,1082.251082
926,1079.913607
957,1044.932079
913,1095.290252
964,1037.344398
916,1091.703057
935,1069.518717
940,1063.829787
905,1104.972376
952,1050.420168
899,1112.347052
941,1062.699256
929,1076.426265
913,1095.290252
955,1047.120419
904,1106.19469
961,1040.582726
929,1076.426265
940,1063.829787
952,1050.420168
911,1097.694841
958,1043.841336
908,1101.321586
942,1061.571125
931,1074.113856
911,1097.694841
956,1046.025105
907,1102.535832
959,1042.752868
931,1074.113856
934,1070.663812
952,1050.420168
904,1106.19469
953,1049.317943
906,1103.752759
931,1074.113856
933,1071.811361
909,1100.110011
955,1047.120419
904,1106.19469
949,1053.74078
928,1077.586207
923,1083.423619
960,1041.666667
908,1101.321586
966,1035.196687
921,1085.77633
941,1062.699256
943,1060.445387
907,1102.535832
960,1041.666667
904,1106.19469
951,1051.524711
934,1070.663812
930,1075.268817
970,1030.927835
917,1090.512541
974,1026.694045
922,1084.598698
941,1062.699256
937,1067.235859
902,1108.64745
953,1049.317943
900,1111.111111
939,1064.962726
925,1081.081081
913,1095.290252
958,1043.841336
899,1112.347052
954,1048.218029
916,1091.703057
922,1084.598698
947,1055.966209
901,1109.877913
959,1042.752868
910,1098.901099
938,1066.098081
933,1071.811361
904,1106.19469
956,1046.025105
905,1104.972376
953,1049.317943
930,1075.268817
927,1078.748652
958,1043.841336
907,1102.535832
961,1040.582726
912,1096.491228
934,1070.663812
944,1059.322034
905,1104.972376
959,1042.752868
904,1106.19469
946,1057.082452
932,1072.961373
918,1089.324619
960,1041.666667
901,1109.877913
959,1042.752868
912,1096.491228
922,1084.598698
943,1060.445387
899,1112.347052
958,1043.841336
907,1102.535832
939,1064.962726
938,1066.098081
911,1097.694841
961,1040.582726
907,1102.535832
959,1042.752868
930,1075.268817
925,1081.081081
954,1048.218029
902,1108.64745
965,1036.26943
916,1091.703057
944,1059.322034
949,1053.74078
916,1091.703057
966,1035.196687
905,1104.972376
953,1049.317943
923,1083.423619
916,1091.703057
950,1052.631579
894,1118.568233
954,1048.218029
908,1101.321586
926,1079.913607
940,1063.829787
901,1109.877913
964,1037.344398
907,1102.535832
948,1054.852321
934,1070.663812
911,1097.694841
956,1046.025105
895,1117.318436
946,1057.082452
917,1090.512541
921,1085.77633
946,1057.082452
896,1116.071429
959,1042.752868
912,1096.491228
935,1069.518717
944,1059.322034
907,1102.535832
963,1038.421599
907,1102.535832
952,1050.420168
927,1078.748652
912,1096.491228
956,1046.025105
897,1114.827202
954,1048.218029
912,1096.491228
924,1082.251082
949,1053.74078
900,1111.111111
961,1040.582726
902,1108.64745
938,1066.098081
935,1069.518717
904,1106.19469
951,1051.524711
890,1123.595506
939,1064.962726
918,1089.324619
905,1104.972376
947,1055.966209
891,1122.334456
950,1052.631579
912,1096.491228
923,1083.423619
952,1050.420168
901,1109.877913
961,1040.582726
905,1104.972376
935,1069.518717
934,1070.663812
901,1109.877913
957,1044.932079
896,1116.071429
950,1052.631579
927,1078.748652
918,1089.324619
959,1042.752868
904,1106.19469
964,1037.344398
917,1090.512541
934,1070.663812
944,1059.322034
898,1113.585746
957,1044.932079
897,1114.827202
939,1064.962726
926,1079.913607
902,1108.64745
953,1049.317943
892,1121.076233
950,1052.631579
918,1089.324619
916,1091.703057
950,1052.631579
896,1116.071429
958,1043.841336
910,1098.901099
926,1079.913607
940,1063.829787
896,1116.071429
955,1047.120419
896,1116.071429
939,1064.962726
934,1070.663812
909,1100.110011
962,1039.50104
897,1114.827202
958,1043.841336
924,1082.251082
923,1083.423619
952,1050.420168
897,1114.827202
966,1035.196687
913,1095.290252
941,1062.699256
949,1053.74078
910,1098.901099
966,1035.196687
898,1113.585746
951,1051.524711
923,1083.423619
913,1095.290252
952,1050.420168
892,1121.076233
957,1044.932079
911,1097.694841
925,1081.081081
947,1055.966209
899,1112.347052
969,1031.991744
906,1103.752759
949,1053.74078
936,1068.376068
912,1096.491228
966,1035.196687
898,1113.585746
959,1042.752868
921,1085.77633
927,1078.748652
957,1044.932079
902,1108.64745
974,1026.694045
918,1089.324619
953,1049.317943
946,1057.082452
913,1095.290252
965,1036.26943
892,1121.076233
951,1051.524711
909,1100.110011
910,1098.901099
947,1055.966209
887,1127.395716
955,1047.120419
911,1097.694841
935,1069.518717
952,1050.420168
903,1107.419712
973,1027.749229
900,1111.111111
948,1054.852321
927,1078.748652
905,1104.972376
957,1044.932079
889,1124.859393
954,1048.218029
913,1095.290252
919,1088.139282
959,1042.752868
903,1107.419712
971,1029.866117
913,1095.290252
954,1048.218029
948,1054.852321
914,1094.091904
970,1030.927835
897,1114.827202
956,1046.025105
918,1089.324619
918,1089.324619
953,1049.317943
893,1119.820829
966,1035.196687
911,1097.694841
939,1064.962726
950,1052.631579
898,1113.585746
964,1037.344398
894,1118.568233
948,1054.852321
919,1088.139282
905,1104.972376
957,1044.932079
890,1123.595506
962,1039.50104
919,1088.139282
928,1077.586207
959,1042.752868
905,1104.972376
979,1021.45046
910,1098.901099
955,1047.120419
944,1059.322034
914,1094.091904
966,1035.196687
892,1121.076233
956,1046.025105
916,1091.703057
928,1077.586207
957,1044.932079
898,1113.585746
973,1027.749229
903,1107.419712
942,1061.571125
935,1069.518717
900,1111.111111
963,1038.421599
890,1123.595506
950,1052.631579
921,1085.77633
908,1101.321586
956,1046.025105
885,1129.943503
957,1044.932079
910,1098.901099
923,1083.423619
946,1057.082452
886,1128.668172
962,1039.50104
892,1121.076233
928,1077.586207
932,1072.961373
891,1122.334456
964,1037.344398
892,1121.076233
950,1052.631579
926,1079.913607
912,1096.491228
962,1039.50104
889,1124.859393
963,1038.421599
913,1095.290252
922,1084.598698
945,1058.201058
888,1126.126126
961,1040.582726
898,1113.585746
932,1072.961373
933,1071.811361
893,1119.820829
962,1039.50104
888,1126.126126
947,1055.966209
926,1079.913607
905,1104.972376
958,1043.841336
884,1131.221719
954,1048.218029
906,1103.752759
912,1096.491228
948,1054.852321
882,1133.786848
957,1044.932079
899,1112.347052
926,1079.913607
945,1058.201058
893,1119.820829
968,1033.057851
895,1117.318436
945,1058.201058
929,1076.426265
900,1111.111111
961,1040.582726
890,1123.595506
957,1044.932079
918,1089.324619
926,1079.913607
965,1036.26943
898,1113.585746
976,1024.590164
908,1101.321586
947,1055.966209
942,1061.571125
899,1112.347052
964,1037.344398
888,1126.126126
949,1053.74078
919,1088.139282
905,1104.972376
951,1051.524711
883,1132.502831
960,1041.666667
908,1101.321586
925,1081.081081
956,1046.025105
897,1114.827202
972,1028.806584
900,1111.111111
943,1060.445387
934,1070.663812
899,1112.347052
969,1031.991744
891,1122.334456
958,1043.841336
926,1079.913607
926,1079.913607
967,1034.126163
901,1109.877913
981,1019.367992
912,1096.491228
948,1054.852321
943,1060.445387
898,1113.585746
964,1037.344398
888,1126.126126
957,1044.932079
920,1086.956522
914,1094.091904
966,1035.196687
893,1119.820829
975,1025.641026
910,1098.901099
934,1070.663812
948,1054.852321
895,1117.318436
973,1027.749229
893,1119.820829
947,1055.966209
932,1072.961373
901,1109.877913
967,1034.126163
888,1126.126126
967,1034.126163
921,1085.77633
932,1072.961373
969,1031.991744
897,1114.827202
985,1015.228426
905,1104.972376
956,1046.025105
937,1067.235859
908,1101.321586
975,1025.641026
892,1121.076233
971,1029.866117
920,1086.956522
926,1079.913607
954,1048.218029
890,1123.595506
967,1034.126163
895,1117.318436
933,1071.811361
939,1064.962726
891,1122.334456
973,1027.749229
890,1123.595506
957,1044.932079
927,1078.748652
914,1094.091904
967,1034.126163
887,1127.395716
971,1029.866117
906,1103.752759
933,1071.811361
953,1049.317943
892,1121.076233
974,1026.694045
896,1116.071429
953,1049.317943
939,1064.962726
909,1100.110011
977,1023.541453
892,1121.076233
974,1026.694045
916,1091.703057
928,1077.586207
957,1044.932079
890,1123.595506
975,1025.641026
900,1111.111111
950,1052.631579
939,1064.962726
902,1108.64745
973,1027.749229
888,1126.126126
960,1041.666667
917,1090.512541
916,1091.703057
963,1038.421599
887,1127.395716
974,1026.694045
900,1111.111111
935,1069.518717
950,1052.631579
896,1116.071429
981,1019.367992
896,1116.071429
967,1034.126163
932,1072.961373
914,1094.091904
969,1031.991744
884,1131.221719
964,1037.344398
900,1111.111111
916,1091.703057
941,1062.699256
879,1137.656428
969,1031.991744
895,1117.318436
942,1061.571125
944,1059.322034
899,1112.347052
979,1021.45046
890,1123.595506
967,1034.126163
917,1090.512541
913,1095.290252
960,1041.666667
874,1144.16476
967,1034.126163
898,1113.585746
928,1077.586207
952,1050.420168
890,1123.595506
981,1019.367992
894,1118.568233
957,1044.932079
927,1078.748652
900,1111.111111
967,1034.126163
881,1135.07378
958,1043.841336
907,1102.535832
908,1101.321586
961,1040.582726
880,1136.363636
979,1021.45046
907,1102.535832
940,1063.829787
955,1047.120419
901,1109.877913
983,1017.293998
893,1119.820829
958,1043.841336
921,1085.77633
904,1106.19469
964,1037.344398
874,1144.16476
962,1039.50104
906,1103.752759
922,1084.598698
961,1040.582726
886,1128.668172
984,1016.260163
903,1107.419712
956,1046.025105
943,1060.445387
900,1111.111111
979,1021.45046
884,1131.221719
963,1038.421599
911,1097.694841
913,1095.290252
963,1038.421599
885,1129.943503
981,1019.367992
903,1107.419712
943,1060.445387
950,1052.631579
894,1118.568233
976,1024.590164
882,1133.786848
958,1043.841336
921,1085.77633
901,1109.877913
970,1030.927835
878,1138.952164
967,1034.126163
904,1106.19469
920,1086.956522
955,1047.120419
881,1135.07378
975,1025.641026
891,1122.334456
943,1060.445387
939,1064.962726
892,1121.076233
975,1025.641026
885,1129.943503
966,1035.196687
927,1078.748652
915,1092.896175
981,1019.367992
883,1132.502831
985,1015.228426
905,1104.972376
939,1064.962726
954,1048.218029
887,1127.395716
977,1023.541453
885,1129.943503
954,1048.218029
930,1075.268817
903,1107.419712
972,1028.806584
874,1144.16476
971,1029.866117
913,1095.290252
931,1074.113856
967,1034.126163
891,1122.334456
991,1009.081736
896,1116.071429
958,1043.841336
942,1061.571125
904,1106.19469
984,1016.260163
889,1124.859393
982,1018.329939
913,1095.290252
927,1078.748652
958,1043.841336
879,1137.656428
978,1022.494888
890,1123.595506
943,1060.445387
940,1063.829787
892,1121.076233
982,1018.329939
883,1132.502831
969,1031.991744
924,1082.251082
918,1089.324619
972,1028.806584
880,1136.363636
981,1019.367992
897,1114.827202
937,1067.235859
949,1053.74078
882,1133.786848
981,1019.367992
881,1135.07378
956,1046.025105
932,1072.961373
906,1103.752759
983,1017.293998
882,1133.786848
981,1019.367992
904,1106.19469
927,1078.748652
960,1041.666667
877,1140.250855
982,1018.329939
893,1119.820829
951,1051.524711
948,1054.852321
893,1119.820829
985,1015.228426
885,1129.943503
976,1024.590164
914,1094.091904
917,1090.512541
966,1035.196687
874,1144.16476
981,1019.367992
891,1122.334456
943,1060.445387
952,1050.420168
894,1118.568233
999,1001.001001
893,1119.820829
983,1017.293998
930,1075.268817
925,1081.081081
972,1028.806584
883,1132.502831
981,1019.367992
890,1123.595506
931,1074.113856
949,1053.74078
881,1135.07378
982,1018.329939
882,1133.786848
961,1040.582726
929,1076.426265
904,1106.19469
981,1019.367992
878,1138.952164
983,1017.293998
909,1100.110011
928,1077.586207
956,1046.025105
878,1138.952164
984,1016.260163
888,1126.126126
949,1053.74078
942,1061.571125
895,1117.318436
986,1014.198783
877,1140.250855
972,1028.806584
915,1092.896175
915,1092.896175
971,1029.866117
876,1141.552511
988,1012.145749
897,1114.827202
945,1058.201058
951,1051.524711
892,1121.076233
987,1013.171226
882,1133.786848
971,1029.866117
928,1077.586207
916,1091.703057
978,1022.494888
878,1138.952164
986,1014.198783
899,1112.347052
940,1063.829787
953,1049.317943
886,1128.668172
991,1009.081736
887,1127.395716
973,1027.749229
934,1070.663812
913,1095.290252
978,1022.494888
879,1137.656428
984,1016.260163
900,1111.111111
934,1070.663812
956,1046.025105
880,1136.363636
988,1012.145749
881,1135.07378
954,1048.218029
933,1071.811361
893,1119.820829
979,1021.45046
873,1145.475372
974,1026.694045
911,1097.694841
916,1091.703057
974,1026.694045
878,1138.952164
993,1007.049345
895,1117.318436
950,1052.631579
938,1066.098081
880,1136.363636
979,1021.45046
871,1148.105626
952,1050.420168
917,1090.512541
888,1126.126126
972,1028.806584
869,1150.747986
977,1023.541453
907,1102.535832
921,1085.77633
972,1028.806584
878,1138.952164
994,1006.036217
893,1119.820829
955,1047.120419
946,1057.082452
892,1121.076233
985,1015.228426
874,1144.16476
976,1024.590164
918,1089.324619
919,1088.139282
975,1025.641026
875,1142.857143
992,1008.064516
894,1118.568233
943,1060.445387
947,1055.966209
880,1136.363636
986,1014.198783
876,1141.552511
965,1036.26943
925,1081.081081
900,1111.111111
986,1014.198783
874,1144.16476
988,1012.145749
904,1106.19469
930,1075.268817
956,1046.025105
877,1140.250855
989,1011.122346
878,1138.952164
950,1052.631579
934,1070.663812
885,1129.943503
986,1014.198783
870,1149.425287
979,1021.45046
923,1083.423619
924,1082.251082
985,1015.228426
876,1141.552511
993,1007.049345
886,1128.668172
942,1061.571125
945,1058.201058
874,1144.16476
984,1016.260163
869,1150.747986
960,1041.666667
921,1085.77633
896,1116.071429
982,1018.329939
865,1156.069364
980,1020.408163
901,1109.877913
917,1090.512541
970,1030.927835
867,1153.402537
984,1016.260163
884,1131.221719
942,1061.571125
949,1053.74078
886,1128.668172
1004,996.015936
881,1135.07378
992,1008.064516
926,1079.913607
929,1076.426265
986,1014.198783
880,1136.363636
1003,997.008973
889,1124.859393
958,1043.841336
948,1054.852321
880,1136.363636
987,1013.171226
871,1148.105626
979,1021.45046
920,1086.956522
915,1092.896175
982,1018.329939
872,1146.788991
997,1003.009027
895,1117.318436
954,1048.218029
947,1055.966209
879,1137.656428
994,1006.036217
874,1144.16476
977,1023.541453
923,1083.423619
907,1102.535832
983,1017.293998
871,1148.105626
995,1005.025126
896,1116.071429
937,1067.235859
963,1038.421599
878,1138.952164
998,1002.004008
879,1137.656428
967,1034.126163
927,1078.748652
884,1131.221719
977,1023.541453
856,1168.224299
980,1020.408163
900,1111.111111
916,1091.703057
971,1029.866117
866,1154.734411
1003,997.008973
894,1118.568233
964,1037.344398
961,1040.582726
902,1108.64745
1007,993.048659
878,1138.952164
988,1012.145749
909,1100.110011
909,1100.110011
972,1028.806584
866,1154.734411
995,1005.025126
886,1128.668172
944,1059.322034
953,1049.317943
885,1129.943503
1004,996.015936
873,1145.475372
983,1017.293998
912,1096.491228
915,1092.896175
984,1016.260163
867,1153.402537
996,1004.016064
890,1123.595506
944,1059.322034
956,1046.025105
884,1131.221719
998,1002.004008
868,1152.073733
967,1034.126163
922,1084.598698
885,1129.943503
980,1020.408163
852,1173.70892
972,1028.806584
901,1109.877913
903,1107.419712
974,1026.694045
852,1173.70892
996,1004.016064
894,1118.568233
958,1043.841336
964,1037.344398
890,1123.595506
1014,986.193294
871,1148.105626
996,1004.016064
916,1091.703057
924,1082.251082
978,1022.494888
861,1161.440186
995,1005.025126
881,1135.07378
940,1063.829787
952,1050.420168
874,1144.16476
1003,997.008973
870,1149.425287
970,1030.927835
930,1075.268817
899,1112.347052
992,1008.064516
866,1154.734411
1001,999.000999
899,1112.347052
942,1061.571125
965,1036.26943
877,1140.250855
1007,993.048659
873,1145.475372
980,1020.408163
933,1071.811361
909,1100.110011
1003,997.008973
870,1149.425287
1013,987.166831
897,1114.827202
951,1051.524711
961,1040.582726
883,1132.502831
1003,997.008973
864,1157.407407
972,1028.806584
922,1084.598698
893,1119.820829
987,1013.171226
854,1170.960187
989,1011.122346
898,1113.585746
923,1083.423619
970,1030.927835
865,1156.069364
1010,990.09901
877,1140.250855
963,1038.421599
944,1059.322034
883,1132.502831
1007,993.048659
866,1154.734411
1004,996.015936
913,1095.290252
936,1068.376068
982,1018.329939
873,1145.475372
1013,987.166831
880,1136.363636
967,1034.126163
933,1071.811361
883,1132.502831
1000,1000
864,1157.407407
998,1002.004008
912,1096.491228
928,1077.586207
983,1017.293998
865,1156.069364
1010,990.09901
873,1145.475372
959,1042.752868
937,1067.235859
876,1141.552511
999,1001.001001
860,1162.790698
991,1009.081736
917,1090.512541
914,1094.091904
989,1011.122346
866,1154.734411
1021,979.431929
891,1122.334456
963,1038.421599
952,1050.420168
886,1128.668172
1004,996.015936
857,1166.861144
991,1009.081736
908,1101.321586
901,1109.877913
980,1020.408163
849,1177.856302
1001,999.000999
885,1129.943503
940,1063.829787
960,1041.666667
865,1156.069364
1007,993.048659
863,1158.748552
973,1027.749229
933,1071.811361
897,1114.827202
1013,987.166831
867,1153.402537
1020,980.392157
903,1107.419712
955,1047.120419
967,1034.126163
871,1148.105626
1014,986.193294
865,1156.069364
984,1016.260163
922,1084.598698
903,1107.419712
998,1002.004008
851,1175.088132
1010,990.09901
895,1117.318436
944,1059.322034
966,1035.196687
870,1149.425287
1016,984.251969
863,1158.748552
978,1022.494888
923,1083.423619
884,1131.221719
995,1005.025126
847,1180.637544
1001,999.000999
894,1118.568233
927,1078.748652
980,1020.408163
864,1157.407407
1024,976.5625
868,1152.073733
974,1026.694045
945,1058.201058
889,1124.859393
1015,985.221675
857,1166.861144
1007,993.048659
902,1108.64745
928,1077.586207
978,1022.494888
852,1173.70892
1006,994.035785
863,1158.748552
955,1047.120419
948,1054.852321
866,1154.734411
1014,986.193294
853,1172.332943
997,1003.009027
914,1094.091904
910,1098.901099
999,1001.001001
862,1160.092807
1024,976.5625
884,1131.221719
968,1033.057851
957,1044.932079
883,1132.502831
1022,978.473581
863,1158.748552
1005,995.024876
907,1102.535832
922,1084.598698
982,1018.329939
854,1170.960187
1019,981.354269
870,1149.425287
961,1040.582726
947,1055.966209
874,1144.16476
1015,985.221675
856,1168.224299
1000,1000
910,1098.901099
913,1095.290252
994,1006.036217
843,1186.23962
1013,987.166831
878,1138.952164
954,1048.218029
957,1044.932079
869,1150.747986
1026,974.658869
864,1157.407407
1005,995.024876
926,1079.913607
923,1083.423619
1004,996.015936
864,1157.407407
1028,972.762646
866,1154.734411
968,1033.057851
950,1052.631579
870,1149.425287
1019,981.354269
850,1176.470588
1007,993.048659
909,1100.110011
925,1081.081081
994,1006.036217
855,1169.590643
1022,978.473581
869,1150.747986
967,1034.126163
950,1052.631579
879,1137.656428
1024,976.5625
855,1169.590643
1013,987.166831
902,1108.64745
926,1079.913607
989,1011.122346
853,1172.332943
1017,983.284169
865,1156.069364
961,1040.582726
946,1057.082452
863,1158.748552
1015,985.221675
849,1177.856302
1000,1000
916,1091.703057
912,1096.491228
1003,997.008973
851,1175.088132
1029,971.817298
876,1141.552511
955,1047.120419
953,1049.317943
858,1165.501166
1019,981.354269
856,1168.224299
1002,998.003992
920,1086.956522
917,1090.512541
1013,987.166831
854,1170.960187
1036,965.250965
879,1137.656428
972,1028.806584
952,1050.420168
866,1154.734411
1020,980.392157
840,1190.47619
994,1006.036217
907,1102.535832
899,1112.347052
996,1004.016064
844,1184.834123
1019,981.354269
873,1145.475372
947,1055.966209
962,1039.50104
853,1172.332943
1022,978.473581
852,1173.70892
991,1009.081736
927,1078.748652
889,1124.859393
1013,987.166831
846,1182.033097
1025,975.609756
889,1124.859393
939,1064.962726
977,1023.541453
848,1179.245283
1028,972.762646
857,1166.861144
987,1013.171226
932,1072.961373
884,1131.221719
1014,986.193294
839,1191.895113
1018,982.318271
891,1122.334456
930,1075.268817
981,1019.367992
845,1183.431953
1029,971.817298
857,1166.861144
983,1017.293998
943,1060.445387
877,1140.250855
1021,979.431929
845,1183.431953
1027,973.709834
892,1121.076233
934,1070.663812
999,1001.001001
838,1193.317422
1041,960.614793
862,1160.092807
991,1009.081736
942,1061.571125
884,1131.221719
1021,979.431929
839,1191.895113
1017,983.284169
883,1132.502831
923,1083.423619
980,1020.408163
833,1200.480192
1018,982.318271
854,1170.960187
963,1038.421599
956,1046.025105
858,1165.501166
1035,966.183575
846,1182.033097
1020,980.392157
908,1101.321586
922,1084.598698
1000,1000
841,1189.060642
1035,966.183575
858,1165.501166
965,1036.26943
958,1043.841336
849,1177.856302
1029,971.817298
844,1184.834123
1017,983.284169
919,1088.139282
925,1081.081081
1012,988.142292
842,1187.648456
1044,957.854406
865,1156.069364
992,1008.064516
949,1053.74078
880,1136.363636
1029,971.817298
836,1196.172249
1034,967.117988
892,1121.076233
939,1064.962726
986,1014.198783
843,1186.23962
1040,961.538462
855,1169.590643
1000,1000
942,1061.571125
894,1118.568233
1031,969.932105
841,1189.060642
1044,957.854406
882,1133.786848
962,1039.50104
978,1022.494888
834,1199.040767
1032,968.992248
841,1189.060642
1000,1000
927,1078.748652
891,1122.334456
1028,972.762646
835,1197.60479
1047,955.109838
882,1133.786848
974,1026.694045
975,1025.641026
867,1153.402537
1045,956.937799
846,1182.033097
1036,965.250965
906,1103.752759
934,1070.663812
1007,993.048659
847,1180.637544
1048,954.198473
856,1168.224299
1000,1000
937,1067.235859
890,1123.595506
1032,968.992248
834,1199.040767
1038,963.391137
873,1145.475372
938,1066.098081
982,1018.329939
839,1191.895113
1042,959.692898
845,1183.431953
1004,996.015936
927,1078.748652
886,1128.668172
1026,974.658869
831,1203.369434
1048,954.198473
885,1129.943503
962,1039.50104
993,1007.049345
852,1173.70892
1048,954.198473
835,1197.60479
1015,985.221675
910,1098.901099
896,1116.071429
1022,978.473581
819,1221.001221
1040,961.538462
864,1157.407407
958,1043.841336
980,1020.408163
841,1189.060642
1049,953.288847
837,1194.74313
1019,981.354269
921,1085.77633
913,1095.290252
1026,974.658869
831,1203.369434
1048,954.198473
860,1162.790698
976,1024.590164
953,1049.317943
860,1162.790698
1047,955.109838
828,1207.729469
1030,970.873786
913,1095.290252
928,1077.586207
1024,976.5625
834,1199.040767
1053,949.667616
850,1176.470588
995,1005.025126
939,1064.962726
865,1156.069364
1043,958.772771
812,1231.527094
1038,963.391137
890,1123.595506
942,1061.571125
1017,983.284169
835,1197.60479
1067,937.207123
850,1176.470588
1034,967.117988
927,1078.748652
921,1085.77633
1033,968.054211
836,1196.172249
1064,939.849624
864,1157.407407
997,1003.009027
947,1055.966209
872,1146.788991
1048,954.198473
816,1225.490196
1038,963.391137
887,1127.395716
935,1069.518717
1842,542.888165
1070,934.579439
848,1179.245283
1029,971.817298
926,1079.913607
903,1107.419712
1029,971.817298
824,1213.592233
1061,942.507069
866,1154.734411
992,1008.064516
974,1026.694045
873,1145.475372
1064,939.849624
830,1204.819277
1053,949.667616
884,1131.221719
935,1069.518717
1807,553.403431
1047,955.109838
838,1193.317422
983,1017.293998
948,1054.852321
856,1168.224299
1048,954.198473
819,1221.001221
1044,957.854406
887,1127.395716
937,1067.235859
1000,1000
830,1204.819277
1065,938.967136
844,1184.834123
1018,982.318271
940,1063.829787
888,1126.126126
1866,535.905681
1059,944.287063
868,1152.073733
968,1033.057851
990,1010.10101
827,1209.189843
1065,938.967136
822,1216.545012
1034,967.117988
914,1094.091904
909,1100.110011
1027,973.709834
821,1218.026797
1061,942.507069
847,1180.637544
983,1017.293998
971,1029.866117
843,1186.23962
1065,938.967136
813,1230.0123
1057,946.073794
899,1112.347052
952,1050.420168
1027,973.709834
825,1212.121212
1078,927.643785
831,1203.369434
1030,970.873786
922,1084.598698
896,1116.071429
1856,538.793103
1069,935.453695
864,1157.407407
992,1008.064516
1831,546.149645
1895,527.704485
1066,938.086304
896,1116.071429
960,1041.666667
1003,997.008973
833,1200.480192
1072,932.835821
829,1206.272618
1049,953.288847
908,1101.321586
920,1086.956522
1857,538.502962
1082,924.214418
842,1187.648456
1011,989.119683
949,1053.74078
869,1150.747986
1858,538.213132
1058,945.179584
876,1141.552511
951,1051.524711
1841,543.183053
1090,917.431193
824,1213.592233
1048,954.198473
909,1100.110011
914,1094.091904
1841,543.183053
1074,931.098696
847,1180.637544
1007,993.048659
956,1046.025105
862,1160.092807
1065,938.967136
805,1242.236025
1061,942.507069
878,1138.952164
952,1050.420168
1835,544.959128
1081,925.06938
827,1209.189843
1051,951.474786
919,1088.139282
896,1116.071429
1838,544.069641
1070,934.579439
849,1177.856302
974,1026.694045
1816,550.660793
1101,908.265213
