Period [us],Frequency [Hz]
928,1077.586207
917,1090.512541
929,1076.426265
916,1091.703057
922,1084.598698
922,1084.598698
916,1091.703057
928,1077.586207
919,1088.139282
929,1076.426265
925,1081.081081
913,1095.290252
926,1079.913607
910,1098.901099
922,1084.598698
915,1092.896175
916,1091.703057
923,1083.423619
910,1098.901099
924,1082.251082
915,1092.896175
917,1090.512541
926,1079.913607
917,1090.512541
932,1072.961373
922,1084.598698
929,1076.426265
925,1081.081081
918,1089.324619
930,1075.268817
916,1091.703057
930,1075.268817
925,1081.081081
921,1085.77633
934,1070.663812
922,1084.598698
928,1077.586207
921,1085.77633
924,1082.251082
926,1079.913607
914,1094.091904
927,1078.748652
915,1092.896175
924,1082.251082
922,1084.598698
914,1094.091904
927,1078.748652
918,1089.324619
931,1074.113856
929,1076.426265
927,1078.748652
939,1064.962726
922,1084.598698
935,1069.518717
923,1083.423619
926,1079.913607
930,1075.268817
916,1091.703057
931,1074.113856
917,1090.512541
926,1079.913607
929,1076.426265
928,1077.586207
940,1063.829787
932,1072.961373
944,1059.322034
940,1063.829787
935,1069.518717
942,1061.571125
922,1084.598698
934,1070.663812
921,1085.77633
927,1078.748652
933,1071.811361
922,1084.598698
938,1066.098081
927,1078.748652
939,1064.962726
933,1071.811361
924,1082.251082
934,1070.663812
916,1091.703057
924,1082.251082
914,1094.091904
914,1094.091904
921,1085.77633
911,1097.694841
921,1085.77633
912,1096.491228
915,1092.896175
922,1084.598698
913,1095.290252
931,1074.113856
919,1088.139282
928,1077.586207
927,1078.748652
917,1090.512541
927,1078.748652
909,1100.110011
922,1084.598698
914,1094.091904
907,1102.535832
917,1090.512541
901,1109.877913
916,1091.703057
909,1100.110011
913,1095.290252
927,1078.748652
918,1089.324619
930,1075.268817
921,1085.77633
927,1078.748652
934,1070.663812
919,1088.139282
933,1071.811361
917,1090.512541
924,1082.251082
924,1082.251082
915,1092.896175
928,1077.586207
913,1095.290252
926,1079.913607
920,1086.956522
919,1088.139282
933,1071.811361
916,1091.703057
930,1075.268817
922,1084.598698
919,1088.139282
926,1079.913607
914,1094.091904
928,1077.586207
918,1089.324619
923,1083.423619
928,1077.586207
918,1089.324619
935,1069.518717
923,1083.423619
935,1069.518717
937,1067.235859
934,1070.663812
947,1055.966209
928,1077.586207
937,1067.235859
927,1078.748652
927,1078.748652
933,1071.811361
920,1086.956522
935,1069.518717
921,1085.77633
931,1074.113856
936,1068.376068
924,1082.251082
940,1063.829787
926,1079.913607
941,1062.699256
934,1070.663812
929,1076.426265
937,1067.235859
920,1086.956522
935,1069.518717
923,1083.423619
929,1076.426265
940,1063.829787
928,1077.586207
946,1057.082452
925,1081.081081
935,1069.518717
924,1082.251082
916,1091.703057
929,1076.426265
916,1091.703057
929,1076.426265
929,1076.426265
933,1071.811361
945,1058.201058
931,1074.113856
944,1059.322034
925,1081.081081
933,1071.811361
927,1078.748652
916,1091.703057
928,1077.586207
913,1095.290252
927,1078.748652
914,1094.091904
915,1092.896175
924,1082.251082
914,1094.091904
932,1072.961373
926,1079.913607
926,1079.913607
936,1068.376068
923,1083.423619
938,1066.098081
926,1079.913607
933,1071.811361
930,1075.268817
918,1089.324619
936,1068.376068
916,1091.703057
930,1075.268817
922,1084.598698
922,1084.598698
934,1070.663812
916,1091.703057
934,1070.663812
923,1083.423619
927,1078.748652
934,1070.663812
919,1088.139282
931,1074.113856
919,1088.139282
926,1079.913607
925,1081.081081
916,1091.703057
936,1068.376068
918,1089.324619
932,1072.961373
931,1074.113856
927,1078.748652
940,1063.829787
921,1085.77633
939,1064.962726
923,1083.423619
927,1078.748652
931,1074.113856
910,1098.901099
925,1081.081081
911,1097.694841
919,1088.139282
924,1082.251082
914,1094.091904
932,1072.961373
915,1092.896175
928,1077.586207
926,1079.913607
921,1085.77633
936,1068.376068
916,1091.703057
937,1067.235859
928,1077.586207
929,1076.426265
933,1071.811361
917,1090.512541
936,1068.376068
918,1089.324619
929,1076.426265
929,1076.426265
922,1084.598698
932,1072.961373
911,1097.694841
918,1089.324619
915,1092.896175
910,1098.901099
925,1081.081081
908,1101.321586
926,1079.913607
911,1097.694841
917,1090.512541
926,1079.913607
915,1092.896175
937,1067.235859
924,1082.251082
932,1072.961373
935,1069.518717
925,1081.081081
943,1060.445387
922,1084.598698
937,1067.235859
930,1075.268817
922,1084.598698
931,1074.113856
913,1095.290252
925,1081.081081
916,1091.703057
916,1091.703057
932,1072.961373
915,1092.896175
933,1071.811361
918,1089.324619
926,1079.913607
932,1072.961373
919,1088.139282
940,1063.829787
922,1084.598698
937,1067.235859
927,1078.748652
918,1089.324619
933,1071.811361
917,1090.512541
931,1074.113856
924,1082.251082
924,1082.251082
932,1072.961373
913,1095.290252
928,1077.586207
916,1091.703057
920,1086.956522
933,1071.811361
915,1092.896175
935,1069.518717
918,1089.324619
931,1074.113856
929,1076.426265
924,1082.251082
943,1060.445387
922,1084.598698
940,1063.829787
926,1079.913607
921,1085.77633
931,1074.113856
917,1090.512541
930,1075.268817
920,1086.956522
928,1077.586207
934,1070.663812
918,1089.324619
938,1066.098081
921,1085.77633
938,1066.098081
935,1069.518717
928,1077.586207
940,1063.829787
920,1086.956522
939,1064.962726
925,1081.081081
926,1079.913607
936,1068.376068
921,1085.77633
941,1062.699256
924,1082.251082
939,1064.962726
938,1066.098081
934,1070.663812
944,1059.322034
920,1086.956522
935,1069.518717
923,1083.423619
920,1086.956522
932,1072.961373
913,1095.290252
931,1074.113856
914,1094.091904
920,1086.956522
933,1071.811361
920,1086.956522
946,1057.082452
934,1070.663812
947,1055.966209
945,1058.201058
933,1071.811361
946,1057.082452
923,1083.423619
938,1066.098081
924,1082.251082
918,1089.324619
926,1079.913607
906,1103.752759
926,1079.913607
906,1103.752759
915,1092.896175
921,1085.77633
909,1100.110011
929,1076.426265
909,1100.110011
920,1086.956522
921,1085.77633
913,1095.290252
930,1075.268817
914,1094.091904
933,1071.811361
924,1082.251082
921,1085.77633
934,1070.663812
911,1097.694841
932,1072.961373
920,1086.956522
926,1079.913607
932,1072.961373
917,1090.512541
936,1068.376068
919,1088.139282
927,1078.748652
926,1079.913607
917,1090.512541
936,1068.376068
914,1094.091904
929,1076.426265
926,1079.913607
925,1081.081081
936,1068.376068
914,1094.091904
932,1072.961373
921,1085.77633
925,1081.081081
934,1070.663812
921,1085.77633
943,1060.445387
926,1079.913607
936,1068.376068
932,1072.961373
924,1082.251082
940,1063.829787
918,1089.324619
939,1064.962726
921,1085.77633
919,1088.139282
927,1078.748652
904,1106.19469
926,1079.913607
909,1100.110011
919,1088.139282
927,1078.748652
912,1096.491228
930,1075.268817
911,1097.694841
920,1086.956522
926,1079.913607
914,1094.091904
943,1060.445387
921,1085.77633
942,1061.571125
932,1072.961373
923,1083.423619
940,1063.829787
917,1090.512541
940,1063.829787
925,1081.081081
928,1077.586207
930,1075.268817
914,1094.091904
935,1069.518717
916,1091.703057
930,1075.268817
933,1071.811361
924,1082.251082
942,1061.571125
920,1086.956522
943,1060.445387
923,1083.423619
926,1079.913607
937,1067.235859
911,1097.694841
933,1071.811361
914,1094.091904
920,1086.956522
927,1078.748652
910,1098.901099
930,1075.268817
910,1098.901099
917,1090.512541
924,1082.251082
914,1094.091904
931,1074.113856
910,1098.901099
927,1078.748652
921,1085.77633
915,1092.896175
929,1076.426265
912,1096.491228
933,1071.811361
924,1082.251082
926,1079.913607
938,1066.098081
919,1088.139282
936,1068.376068
918,1089.324619
927,1078.748652
933,1071.811361
917,1090.512541
939,1064.962726
916,1091.703057
930,1075.268817
922,1084.598698
915,1092.896175
936,1068.376068
917,1090.512541
938,1066.098081
925,1081.081081
926,1079.913607
934,1070.663812
915,1092.896175
936,1068.376068
918,1089.324619
929,1076.426265
931,1074.113856
916,1091.703057
935,1069.518717
912,1096.491228
926,1079.913607
920,1086.956522
912,1096.491228
930,1075.268817
906,1103.752759
927,1078.748652
913,1095.290252
915,1092.896175
927,1078.748652
909,1100.110011
934,1070.663812
918,1089.324619
922,1084.598698
929,1076.426265
914,1094.091904
935,1069.518717
914,1094.091904
927,1078.748652
925,1081.081081
909,1100.110011
932,1072.961373
910,1098.901099
935,1069.518717
930,1075.268817
926,1079.913607
944,1059.322034
921,1085.77633
944,1059.322034
934,1070.663812
934,1070.663812
938,1066.098081
920,1086.956522
938,1066.098081
915,1092.896175
928,1077.586207
931,1074.113856
921,1085.77633
942,1061.571125
920,1086.956522
941,1062.699256
929,1076.426265
928,1077.586207
939,1064.962726
915,1092.896175
940,1063.829787
917,1090.512541
926,1079.913607
926,1079.913607
915,1092.896175
935,1069.518717
914,1094.091904
926,1079.913607
927,1078.748652
914,1094.091904
932,1072.961373
909,1100.110011
929,1076.426265
911,1097.694841
912,1096.491228
927,1078.748652
911,1097.694841
937,1067.235859
918,1089.324619
924,1082.251082
935,1069.518717
920,1086.956522
946,1057.082452
923,1083.423619
936,1068.376068
933,1071.811361
926,1079.913607
941,1062.699256
919,1088.139282
941,1062.699256
926,1079.913607
921,1085.77633
932,1072.961373
909,1100.110011
931,1074.113856
916,1091.703057
921,1085.77633
927,1078.748652
906,1103.752759
937,1067.235859
911,1097.694841
927,1078.748652
927,1078.748652
914,1094.091904
939,1064.962726
914,1094.091904
937,1067.235859
922,1084.598698
920,1086.956522
940,1063.829787
915,1092.896175
935,1069.518717
923,1083.423619
923,1083.423619
929,1076.426265
906,1103.752759
931,1074.113856
910,1098.901099
928,1077.586207
930,1075.268817
914,1094.091904
941,1062.699256
921,1085.77633
943,1060.445387
931,1074.113856
934,1070.663812
951,1051.524711
918,1089.324619
943,1060.445387
920,1086.956522
922,1084.598698
927,1078.748652
909,1100.110011
928,1077.586207
906,1103.752759
919,1088.139282
922,1084.598698
911,1097.694841
939,1064.962726
914,1094.091904
934,1070.663812
925,1081.081081
924,1082.251082
940,1063.829787
913,1095.290252
939,1064.962726
918,1089.324619
924,1082.251082
934,1070.663812
915,1092.896175
943,1060.445387
923,1083.423619
935,1069.518717
935,1069.518717
926,1079.913607
943,1060.445387
917,1090.512541
938,1066.098081
920,1086.956522
917,1090.512541
936,1068.376068
910,1098.901099
936,1068.376068
918,1089.324619
928,1077.586207
935,1069.518717
919,1088.139282
948,1054.852321
922,1084.598698
941,1062.699256
933,1071.811361
924,1082.251082
939,1064.962726
910,1098.901099
932,1072.961373
913,1095.290252
915,1092.896175
929,1076.426265
905,1104.972376
931,1074.113856
913,1095.290252
920,1086.956522
928,1077.586207
908,1101.321586
939,1064.962726
914,1094.091904
930,1075.268817
929,1076.426265
917,1090.512541
941,1062.699256
915,1092.896175
937,1067.235859
928,1077.586207
929,1076.426265
947,1055.966209
922,1084.598698
950,1052.631579
930,1075.268817
939,1064.962726
937,1067.235859
916,1091.703057
937,1067.235859
910,1098.901099
930,1075.268817
920,1086.956522
912,1096.491228
926,1079.913607
910,1098.901099
925,1081.081081
915,1092.896175
916,1091.703057
932,1072.961373
911,1097.694841
935,1069.518717
914,1094.091904
918,1089.324619
924,1082.251082
903,1107.419712
931,1074.113856
905,1104.972376
923,1083.423619
925,1081.081081
910,1098.901099
938,1066.098081
911,1097.694841
934,1070.663812
925,1081.081081
917,1090.512541
936,1068.376068
910,1098.901099
931,1074.113856
914,1094.091904
912,1096.491228
924,1082.251082
903,1107.419712
934,1070.663812
916,1091.703057
928,1077.586207
941,1062.699256
924,1082.251082
954,1048.218029
926,1079.913607
945,1058.201058
933,1071.811361
924,1082.251082
939,1064.962726
906,1103.752759
934,1070.663812
914,1094.091904
917,1090.512541
938,1066.098081
914,1094.091904
940,1063.829787
923,1083.423619
933,1071.811361
936,1068.376068
918,1089.324619
940,1063.829787
913,1095.290252
932,1072.961373
926,1079.913607
914,1094.091904
938,1066.098081
910,1098.901099
940,1063.829787
921,1085.77633
926,1079.913607
942,1061.571125
922,1084.598698
956,1046.025105
928,1077.586207
943,1060.445387
935,1069.518717
924,1082.251082
944,1059.322034
915,1092.896175
940,1063.829787
926,1079.913607
930,1075.268817
948,1054.852321
922,1084.598698
954,1048.218029
928,1077.586207
940,1063.829787
935,1069.518717
918,1089.324619
940,1063.829787
908,1101.321586
932,1072.961373
923,1083.423619
918,1089.324619
939,1064.962726
916,1091.703057
952,1050.420168
929,1076.426265
941,1062.699256
950,1052.631579
927,1078.748652
954,1048.218029
925,1081.081081
941,1062.699256
927,1078.748652
923,1083.423619
945,1058.201058
914,1094.091904
945,1058.201058
926,1079.913607
934,1070.663812
943,1060.445387
918,1089.324619
946,1057.082452
915,1092.896175
933,1071.811361
929,1076.426265
915,1092.896175
938,1066.098081
912,1096.491228
936,1068.376068
926,1079.913607
927,1078.748652
948,1054.852321
921,1085.77633
950,1052.631579
921,1085.77633
930,1075.268817
931,1074.113856
910,1098.901099
941,1062.699256
915,1092.896175
939,1064.962726
931,1074.113856
924,1082.251082
950,1052.631579
922,1084.598698
951,1051.524711
926,1079.913607
933,1071.811361
938,1066.098081
913,1095.290252
945,1058.201058
916,1091.703057
936,1068.376068
936,1068.376068
919,1088.139282
945,1058.201058
916,1091.703057
946,1057.082452
925,1081.081081
925,1081.081081
941,1062.699256
912,1096.491228
942,1061.571125
915,1092.896175
928,1077.586207
934,1070.663812
917,1090.512541
951,1051.524711
920,1086.956522
950,1052.631579
936,1068.376068
926,1079.913607
946,1057.082452
916,1091.703057
943,1060.445387
915,1092.896175
922,1084.598698
932,1072.961373
906,1103.752759
942,1061.571125
911,1097.694841
929,1076.426265
932,1072.961373
917,1090.512541
949,1053.74078
917,1090.512541
946,1057.082452
927,1078.748652
921,1085.77633
932,1072.961373
902,1108.64745
930,1075.268817
911,1097.694841
917,1090.512541
928,1077.586207
902,1108.64745
936,1068.376068
909,1100.110011
924,1082.251082
928,1077.586207
911,1097.694841
940,1063.829787
906,1103.752759
926,1079.913607
916,1091.703057
904,1106.19469
929,1076.426265
896,1116.071429
928,1077.586207
914,1094.091904
910,1098.901099
932,1072.961373
906,1103.752759
939,1064.962726
922,1084.598698
928,1077.586207
943,1060.445387
916,1091.703057
949,1053.74078
913,1095.290252
926,1079.913607
925,1081.081081
901,1109.877913
937,1067.235859
902,1108.64745
929,1076.426265
919,1088.139282
915,1092.896175
938,1066.098081
907,1102.535832
942,1061.571125
925,1081.081081
925,1081.081081
940,1063.829787
910,1098.901099
943,1060.445387
912,1096.491228
926,1079.913607
928,1077.586207
907,1102.535832
942,1061.571125
908,1101.321586
935,1069.518717
925,1081.081081
915,1092.896175
940,1063.829787
905,1104.972376
937,1067.235859
917,1090.512541
918,1089.324619
935,1069.518717
903,1107.419712
940,1063.829787
917,1090.512541
930,1075.268817
938,1066.098081
914,1094.091904
951,1051.524711
920,1086.956522
947,1055.966209
934,1070.663812
924,1082.251082
945,1058.201058
909,1100.110011
941,1062.699256
918,1089.324619
924,1082.251082
936,1068.376068
911,1097.694841
948,1054.852321
915,1092.896175
935,1069.518717
934,1070.663812
921,1085.77633
949,1053.74078
914,1094.091904
938,1066.098081
924,1082.251082
917,1090.512541
942,1061.571125
903,1107.419712
942,1061.571125
916,1091.703057
927,1078.748652
938,1066.098081
912,1096.491228
943,1060.445387
910,1098.901099
931,1074.113856
923,1083.423619
905,1104.972376
933,1071.811361
900,1111.111111
928,1077.586207
921,1085.77633
908,1101.321586
938,1066.098081
908,1101.321586
947,1055.966209
932,1072.961373
935,1069.518717
949,1053.74078
917,1090.512541
947,1055.966209
909,1100.110011
926,1079.913607
925,1081.081081
905,1104.972376
940,1063.829787
903,1107.419712
933,1071.811361
922,1084.598698
916,1091.703057
948,1054.852321
913,1095.290252
949,1053.74078
927,1078.748652
931,1074.113856
940,1063.829787
905,1104.972376
940,1063.829787
908,1101.321586
928,1077.586207
931,1074.113856
912,1096.491228
946,1057.082452
911,1097.694841
944,1059.322034
930,1075.268817
923,1083.423619
951,1051.524711
913,1095.290252
945,1058.201058
915,1092.896175
916,1091.703057
927,1078.748652
902,1108.64745
940,1063.829787
910,1098.901099
931,1074.113856
937,1067.235859
919,1088.139282
956,1046.025105
922,1084.598698
955,1047.120419
932,1072.961373
926,1079.913607
944,1059.322034
909,1100.110011
944,1059.322034
914,1094.091904
926,1079.913607
929,1076.426265
908,1101.321586
940,1063.829787
914,1094.091904
930,1075.268817
930,1075.268817
917,1090.512541
943,1060.445387
905,1104.972376
939,1064.962726
913,1095.290252
918,1089.324619
937,1067.235859
904,1106.19469
942,1061.571125
911,1097.694841
927,1078.748652
935,1069.518717
908,1101.321586
943,1060.445387
908,1101.321586
932,1072.961373
920,1086.956522
904,1106.19469
934,1070.663812
896,1116.071429
926,1079.913607
915,1092.896175
909,1100.110011
936,1068.376068
904,1106.19469
939,1064.962726
914,1094.091904
920,1086.956522
942,1061.571125
904,1106.19469
947,1055.966209
913,1095.290252
930,1075.268817
929,1076.426265
907,1102.535832
942,1061.571125
903,1107.419712
933,1071.811361
923,1083.423619
911,1097.694841
943,1060.445387
904,1106.19469
941,1062.699256
921,1085.77633
920,1086.956522
942,1061.571125
905,1104.972376
948,1054.852321
909,1100.110011
924,1082.251082
932,1072.961373
907,1102.535832
951,1051.524711
912,1096.491228
941,1062.699256
933,1071.811361
922,1084.598698
951,1051.524711
907,1102.535832
942,1061.571125
914,1094.091904
